UNIQUE_KEY,SCRAPED_AT,Development,Address,City/State/ZIP,Interruption,Planned,Report Date,Report Time,Status,Buildings,Units,Residents
ee5b8a08207d72206b347f31766f342bdd260a30628abae60ede32cbf0c0ff88,2025-12-23T05:39:40.276814+00:00,INTERNATIONAL TOWER - Entire Development,90-20 170TH STREET,"JAMAICA, NY 11432",Hot Water,Unplanned,12/22/2025,12:30 PM,Service Restored,1,159,184
