Development,Address,City/State/ZIP,Interruption,Planned,Report Date,Report Time,Restoration Time,Buildings,Units,Residents
RIIS II - Building 14,765 FDR DRIVE,"NEW YORK, NY 10009",Hot Water,Planned,11/26/24,09:00 AM,11/26/24 08:38 PM,1,117,225
RIIS II - Entire Development,765 FDR DRIVE,"NEW YORK, NY 10009",Hot Water,Unplanned,10/23/24,05:00 PM,10/23/24 08:59 PM,6,578,"1,152"
RIIS II - Entire Development,765 FDR DRIVE,"NEW YORK, NY 10009",Hot Water,Planned,05/22/25,09:09 AM,05/22/25 02:17 PM,6,578,"1,152"
RIIS II,Sectional,,Hot Water,Planned,05/14/25,09:00 AM,05/14/25 11:13 PM,,,
RIIS II - Building 15,749 FDR DRIVE,"NEW YORK, NY 10009",Hot Water,Planned,04/10/25,09:45 AM,04/10/25 02:55 PM,1,124,236
RIIS II - Building 19,108 AVENUE D,"NEW YORK, NY 10009",Hot Water,Planned,04/10/25,09:00 AM,04/10/25 01:15 PM,1,117,200
RIIS II - Building 17,807 EAST 6TH STREET,"NEW YORK, NY 10009",Hot Water,Planned,03/18/25,09:00 AM,03/18/25 06:12 PM,1,48,142
RIIS II - Building 16,903 EAST 6TH STREET,"NEW YORK, NY 10009",Hot Water,Planned,03/17/25,09:01 AM,03/17/25 03:24 PM,1,48,118
RIIS II - Building 17,807 EAST 6TH STREET,"NEW YORK, NY 10009",Hot Water,Unplanned,03/15/25,10:49 AM,03/15/25 09:58 PM,1,48,142
RIIS II - Building 17,807 EAST 6TH STREET,"NEW YORK, NY 10009",Hot Water,Unplanned,03/10/25,01:48 PM,03/10/25 08:17 PM,1,48,142
RIIS II - Building 18,90 AVENUE D,"NEW YORK, NY 10009",Hot Water,Unplanned,02/11/25,10:50 AM,02/11/25 07:37 PM,1,124,231
RIIS II - Building 18,90 AVENUE D,"NEW YORK, NY 10009",Heat,Unplanned,02/11/25,10:50 AM,02/11/25 07:33 PM,1,124,231
RIIS II - Building 15,749 FDR DRIVE,"NEW YORK, NY 10009",Hot Water,Planned,02/03/25,10:33 AM,02/03/25 04:20 PM,1,124,236
RIIS II - Building 15,749 FDR DRIVE,"NEW YORK, NY 10009",Heat,Planned,02/03/25,09:30 AM,02/03/25 04:20 PM,1,124,236
ROBBINS PLAZA - Entire Development,341 EAST 70TH STREET,"NEW YORK, NY 10021",Hot Water,Planned,10/07/24,11:01 PM,10/08/24 05:56 AM,1,150,162
ROBBINS PLAZA - Entire Development,341 EAST 70TH STREET,"NEW YORK, NY 10021",Hot Water,Unplanned,05/06/25,11:53 PM,05/07/25 06:33 AM,1,150,162
ROBBINS PLAZA - Entire Development,341 EAST 70TH STREET,"NEW YORK, NY 10021",Hot Water,Unplanned,02/16/25,06:51 AM,02/16/25 07:52 PM,1,150,162
ROBBINS PLAZA - Entire Development,341 EAST 70TH STREET,"NEW YORK, NY 10021",Heat,Unplanned,02/16/25,06:49 AM,02/16/25 06:37 PM,1,150,162
ROBBINS PLAZA - Entire Development,341 EAST 70TH STREET,"NEW YORK, NY 10021",Hot Water,Planned,12/28/24,10:15 PM,01/07/25 10:02 AM,1,150,162
ROBBINS PLAZA - Entire Development,341 EAST 70TH STREET,"NEW YORK, NY 10021",Heat,Planned,12/28/24,10:15 PM,01/07/25 10:01 AM,1,150,162
ROBINSON - Entire Development,111 EAST 128TH STREET,"NEW YORK, NY 10035",Hot Water,Unplanned,05/03/25,10:04 AM,05/03/25 06:30 PM,1,189,344
ROBINSON - Entire Development,111 EAST 128TH STREET,"NEW YORK, NY 10035",Hot Water,Unplanned,04/28/25,10:00 AM,04/28/25 03:00 PM,1,189,344
ROBINSON - Entire Development,111 EAST 128TH STREET,"NEW YORK, NY 10035",Hot Water,Unplanned,04/24/25,11:00 PM,04/25/25 12:05 PM,1,189,344
ROBINSON,110 EAST 129TH STREET,"NEW YORK, NY 10035",Heat,Planned,04/10/25,10:19 AM,04/10/25 04:50 PM,1,110,194
ROBINSON - Entire Development,111 EAST 128TH STREET,"NEW YORK, NY 10035",Heat,Planned,02/13/25,09:23 AM,02/13/25 08:59 PM,1,189,344
ROBINSON - Building 01,111 EAST 128TH STREET,"NEW YORK, NY 10035",Hot Water,Unplanned,02/08/25,11:04 AM,02/08/25 08:04 PM,1,189,344
ROBINSON - Entire Development,111 EAST 128TH STREET,"NEW YORK, NY 10035",Heat,Planned,01/29/25,09:00 AM,01/29/25 07:23 PM,1,189,344
ROBINSON - Entire Development,111 EAST 128TH STREET,"NEW YORK, NY 10035",Hot Water,Unplanned,01/05/25,03:26 PM,01/06/25 05:38 AM,1,189,344
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,12/23/24,05:57 PM,12/23/24 10:09 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Heat,Unplanned,12/23/24,05:57 PM,12/23/24 09:54 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,12/21/24,01:00 PM,12/21/24 10:03 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Heat,Unplanned,12/21/24,01:00 PM,12/21/24 09:27 PM,6,763,"1,629"
ROOSEVELT I - Building 01,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Planned,12/18/24,09:00 AM,12/18/24 04:13 PM,1,117,284
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,11/17/24,01:00 PM,11/17/24 10:04 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,10/30/24,07:00 PM,10/30/24 11:55 PM,6,763,"1,629"
ROOSEVELT I - Building 06,128 LEWIS AVENUE,"BROOKLYN, NY 11221",Hot Water,Planned,10/24/24,10:46 AM,10/24/24 12:07 PM,1,117,274
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,10/21/24,05:00 PM,10/21/24 10:00 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Planned,10/16/24,09:00 AM,10/16/24 05:47 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Heat,Planned,10/16/24,09:00 AM,10/16/24 05:45 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,05/25/25,08:16 AM,05/25/25 02:27 PM,6,763,"1,629"
ROOSEVELT I - Building 03,953 DEKALB AVENUE,"BROOKLYN, NY 11221",Hot Water,Unplanned,04/15/25,10:00 AM,04/15/25 04:39 PM,1,139,355
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Heat,Unplanned,03/30/25,11:49 AM,03/30/25 09:23 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,03/30/25,11:49 AM,03/30/25 09:21 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,03/29/25,08:10 AM,03/29/25 02:29 PM,6,763,"1,629"
ROOSEVELT I - Building 01,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Heat,Planned,03/13/25,08:00 AM,03/13/25 05:12 PM,1,117,284
ROOSEVELT I - Building 02,927 DEKALB AVENUE,"BROOKLYN, NY 11221",Hot Water,Planned,03/13/25,08:00 AM,03/13/25 04:40 PM,1,116,273
ROOSEVELT I - Building 01,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Planned,03/13/25,08:00 AM,03/13/25 04:39 PM,1,117,284
ROOSEVELT I - Building 02,927 DEKALB AVENUE,"BROOKLYN, NY 11221",Heat,Planned,03/13/25,08:00 AM,03/13/25 04:11 PM,1,116,273
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/17/25,07:00 PM,02/18/25 03:33 AM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Heat,Unplanned,02/17/25,07:00 PM,02/18/25 02:15 AM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/12/25,04:00 AM,02/12/25 10:40 AM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Heat,Unplanned,02/12/25,04:00 AM,02/12/25 10:39 AM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Heat,Unplanned,02/08/25,05:15 AM,02/08/25 03:16 PM,6,763,"1,629"
ROOSEVELT I - Entire Development,153 MARCUS GARVEY BOULEVARD,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/08/25,05:15 AM,02/08/25 03:07 PM,6,763,"1,629"
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,12/23/24,05:57 PM,12/23/24 10:13 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,12/23/24,05:57 PM,12/23/24 10:04 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,11/17/24,01:00 PM,11/17/24 10:20 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,10/30/24,07:00 PM,10/30/24 11:59 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,10/21/24,05:00 PM,10/21/24 09:52 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Planned,10/16/24,09:00 AM,10/16/24 04:17 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Heat,Planned,10/16/24,09:00 AM,10/16/24 04:08 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,05/25/25,08:16 AM,05/25/25 02:29 PM,3,342,647
ROOSEVELT II - Building 08,383 PULASKI STREET,"BROOKLYN, NY 11206",Hot Water,Unplanned,05/05/25,06:13 PM,05/05/25 11:48 PM,1,119,219
ROOSEVELT II - Building 08,383 PULASKI STREET,"BROOKLYN, NY 11206",Heat,Planned,04/10/25,08:00 AM,04/10/25 04:13 PM,1,119,219
ROOSEVELT II - Building 09,50 STUYVESANT AVENUE,"BROOKLYN, NY 11221",Hot Water,Unplanned,04/07/25,09:00 AM,04/07/25 10:18 PM,1,112,215
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,03/30/25,11:49 AM,03/30/25 09:27 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,03/30/25,11:49 AM,03/30/25 09:19 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,03/29/25,08:10 AM,03/29/25 02:36 PM,3,342,647
ROOSEVELT II - Building 08,383 PULASKI STREET,"BROOKLYN, NY 11206",Heat,Planned,03/24/25,08:00 AM,03/24/25 04:04 PM,1,119,219
ROOSEVELT II - Building 08,383 PULASKI STREET,"BROOKLYN, NY 11206",Hot Water,Planned,03/24/25,08:00 AM,03/24/25 03:04 PM,1,119,219
ROOSEVELT II - Building 07,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Planned,03/19/25,08:00 AM,03/19/25 01:58 PM,1,111,213
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/17/25,07:00 PM,02/18/25 03:38 AM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,02/17/25,07:00 PM,02/18/25 02:19 AM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/12/25,04:00 AM,02/12/25 11:46 AM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,02/12/25,04:00 AM,02/12/25 11:45 AM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,02/08/25,05:25 AM,02/08/25 03:32 PM,3,342,647
ROOSEVELT II - Entire Development,93 LEWIS AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/08/25,05:25 AM,02/08/25 03:22 PM,3,342,647
ROOSEVELT II - Building 09,50 STUYVESANT AVENUE,"BROOKLYN, NY 11221",Hot Water,Planned,02/07/25,09:00 AM,02/07/25 03:11 PM,1,112,215
ROOSEVELT II - Building 09,50 STUYVESANT AVENUE,"BROOKLYN, NY 11221",Heat,Planned,02/07/25,09:00 AM,02/07/25 03:10 PM,1,112,215
RUTGERS - Building 04,38 RUTGERS STREET,"NEW YORK, NY 10002",Heat,Unplanned,12/20/24,09:00 AM,12/20/24 04:07 PM,1,137,279
RUTGERS - Building 04,38 RUTGERS STREET,"NEW YORK, NY 10002",Hot Water,Unplanned,12/20/24,09:00 AM,12/20/24 04:06 PM,1,137,279
RUTGERS - Building 02,65 PIKE STREET,"NEW YORK, NY 10002",Heat,Unplanned,11/30/24,08:34 AM,11/30/24 08:34 PM,1,135,322
RUTGERS - Building 02,65 PIKE STREET,"NEW YORK, NY 10002",Hot Water,Unplanned,11/30/24,08:30 AM,11/30/24 08:15 PM,1,135,322
RUTGERS - Building 01,45 PIKE STREET,"NEW YORK, NY 10002",Hot Water,Unplanned,10/31/24,09:00 AM,10/31/24 01:08 PM,1,137,252
RUTGERS - Building 05,160 MADISON STREET,"NEW YORK, NY 10002",Hot Water,Planned,05/29/25,08:00 AM,05/29/25 06:09 PM,1,175,314
RUTGERS - Building 04,38 RUTGERS STREET,"NEW YORK, NY 10002",Hot Water,Planned,05/13/25,08:00 AM,05/13/25 05:33 PM,1,137,279
RUTGERS - Building 03,54 RUTGERS STREET,"NEW YORK, NY 10002",Hot Water,Planned,05/06/25,09:00 AM,05/06/25 05:03 PM,1,137,262
RUTGERS - Building 03,54 RUTGERS STREET,"NEW YORK, NY 10002",Hot Water,Unplanned,05/05/25,05:00 PM,05/05/25 09:36 PM,1,137,262
RUTGERS - Building 02,65 PIKE STREET,"NEW YORK, NY 10002",Hot Water,Planned,04/29/25,08:00 AM,04/29/25 04:29 PM,1,135,322
RUTGERS - Building 01,45 PIKE STREET,"NEW YORK, NY 10002",Hot Water,Planned,04/28/25,08:00 AM,04/28/25 06:11 PM,1,137,252
RUTGERS - Entire Development,45 PIKE STREET,"NEW YORK, NY 10002",Heat,Unplanned,04/27/25,02:06 AM,04/27/25 02:10 PM,5,721,"1,429"
RUTGERS - Entire Development,45 PIKE STREET,"NEW YORK, NY 10002",Hot Water,Unplanned,04/27/25,02:00 AM,04/27/25 02:09 PM,5,721,"1,429"
RUTGERS - Building 03,54 RUTGERS STREET,"NEW YORK, NY 10002",Hot Water,Planned,04/02/25,09:58 AM,04/02/25 01:46 PM,1,137,262
RUTGERS - Building 05,160 MADISON STREET,"NEW YORK, NY 10002",Heat,Planned,03/14/25,12:30 PM,03/14/25 08:07 PM,1,175,314
RUTGERS - Building 05,160 MADISON STREET,"NEW YORK, NY 10002",Hot Water,Planned,03/14/25,12:30 PM,03/14/25 08:06 PM,1,175,314
RUTGERS - Building 01,45 PIKE STREET,"NEW YORK, NY 10002",Heat,Planned,03/14/25,12:30 PM,03/14/25 06:59 PM,1,137,252
RUTGERS - Building 04,38 RUTGERS STREET,"NEW YORK, NY 10002",Hot Water,Planned,03/14/25,12:30 PM,03/14/25 06:42 PM,1,137,279
RUTGERS - Building 02,65 PIKE STREET,"NEW YORK, NY 10002",Heat,Planned,03/14/25,12:30 PM,03/14/25 05:53 PM,1,135,322
RUTGERS - Building 04,38 RUTGERS STREET,"NEW YORK, NY 10002",Heat,Planned,03/14/25,12:30 PM,03/14/25 05:53 PM,1,137,279
RUTGERS - Building 02,65 PIKE STREET,"NEW YORK, NY 10002",Hot Water,Planned,03/14/25,12:30 PM,03/14/25 05:17 PM,1,135,322
RUTGERS - Building 01,45 PIKE STREET,"NEW YORK, NY 10002",Hot Water,Planned,03/14/25,12:30 PM,03/14/25 05:16 PM,1,137,252
RUTGERS - Building 04,38 RUTGERS STREET,"NEW YORK, NY 10002",Hot Water,Planned,02/13/25,08:01 AM,02/13/25 06:26 PM,1,137,279
RUTGERS - Building 04,38 RUTGERS STREET,"NEW YORK, NY 10002",Heat,Planned,02/13/25,08:01 AM,02/13/25 06:24 PM,1,137,279
RUTGERS - Building 03,54 RUTGERS STREET,"NEW YORK, NY 10002",Hot Water,Unplanned,02/09/25,09:41 AM,02/09/25 09:53 PM,1,137,262
RUTGERS - Building 03,54 RUTGERS STREET,"NEW YORK, NY 10002",Heat,Unplanned,02/09/25,09:41 AM,02/09/25 06:01 PM,1,137,262
RUTGERS - Building 05,160 MADISON STREET,"NEW YORK, NY 10002",Heat,Unplanned,01/11/25,09:28 PM,01/12/25 01:40 AM,1,175,314
RUTGERS - Building 05,160 MADISON STREET,"NEW YORK, NY 10002",Hot Water,Unplanned,01/11/25,09:28 PM,01/12/25 01:30 AM,1,175,314
SAINT NICHOLAS - Building 02,240 WEST 129TH STREET,"NEW YORK, NY 10027",Hot Water,Unplanned,11/20/24,09:00 AM,11/20/24 08:48 PM,1,218,381
SAINT NICHOLAS - Building 02,240 WEST 129TH STREET,"NEW YORK, NY 10027",Hot Water,Planned,10/07/24,09:00 AM,10/07/24 03:15 PM,1,218,381
SAINT NICHOLAS,Sectional,,Hot Water,Planned,10/02/24,09:00 AM,10/02/24 07:45 PM,,,
SAINT NICHOLAS - Building 05,217 WEST 127TH STREET,"NEW YORK, NY 10027",Hot Water,Unplanned,05/15/25,10:30 AM,05/15/25 10:09 PM,1,109,198
SAINT NICHOLAS - Building 09,225 WEST 129TH STREET,"NEW YORK, NY 10027",Hot Water,Planned,04/11/25,09:00 AM,04/11/25 07:01 PM,1,110,282
SAINT NICHOLAS - Building 03,277 WEST 127TH STREET,"NEW YORK, NY 10027",Hot Water,Planned,04/02/25,09:00 AM,04/03/25 12:33 AM,1,108,233
SAINT NICHOLAS - Building 11,250 WEST 131ST STREET,"NEW YORK, NY 10027",Hot Water,Unplanned,03/20/25,08:30 AM,03/21/25 01:09 AM,1,108,209
SAINT NICHOLAS - Building 12,230 WEST 131ST STREET,"NEW YORK, NY 10027",Hot Water,Unplanned,03/07/25,12:00 PM,03/07/25 07:52 PM,1,105,9
SAINT NICHOLAS - Building 11,250 WEST 131ST STREET,"NEW YORK, NY 10027",Hot Water,Unplanned,03/07/25,12:00 PM,03/07/25 06:33 PM,1,108,209
SAINT NICHOLAS - Entire Development,215 WEST 127TH STREET,"NEW YORK, NY 10027",Hot Water,Planned,03/06/25,09:00 AM,03/06/25 10:28 PM,13,"1,526","2,570"
SAINT NICHOLAS - Entire Development,215 WEST 127TH STREET,"NEW YORK, NY 10027",Hot Water,Unplanned,01/30/25,06:38 PM,01/30/25 11:43 PM,13,"1,526","2,570"
SAINT NICHOLAS - Entire Development,215 WEST 127TH STREET,"NEW YORK, NY 10027",Heat,Unplanned,01/30/25,06:38 PM,01/30/25 11:40 PM,13,"1,526","2,570"
SARATOGA VILLAGE - Building 01,33 SARATOGA AVENUE,"BROOKLYN, NY 11233",Hot Water,Planned,05/15/25,09:00 AM,05/15/25 06:14 PM,1,125,0
SEDGWICK - Entire Development,140 WEST 174TH STREET,"BRONX, NY 10453",Hot Water,Unplanned,12/24/24,04:45 AM,12/24/24 07:48 PM,7,786,"1,440"
SEDGWICK - Entire Development,140 WEST 174TH STREET,"BRONX, NY 10453",Heat,Unplanned,12/24/24,04:45 AM,12/24/24 07:44 PM,7,786,"1,440"
SEDGWICK - Building 07,164 WEST 174TH STREET,"BRONX, NY 10453",Hot Water,Unplanned,11/15/24,06:00 PM,11/15/24 08:49 PM,1,112,205
SEDGWICK - Building 07,164 WEST 174TH STREET,"BRONX, NY 10453",Hot Water,Planned,04/09/25,04:28 PM,04/09/25 07:00 PM,1,112,205
SEDGWICK - Building 06,1535 UNIVERSITY AVENUE,"BRONX, NY 10453",Hot Water,Planned,04/09/25,06:35 PM,04/09/25 06:54 PM,1,108,199
SEDGWICK - Building 04,1551 UNIVERSITY AVENUE,"BRONX, NY 10453",Hot Water,Planned,04/08/25,07:00 PM,04/08/25 07:22 PM,1,112,194
SEDGWICK - Building 03,160 WEST 174TH STREET,"BRONX, NY 10453",Hot Water,Planned,04/08/25,06:30 PM,04/08/25 07:01 PM,1,116,209
SEDGWICK - Building 01,140 WEST 174TH STREET,"BRONX, NY 10453",Hot Water,Planned,04/07/25,10:00 AM,04/07/25 06:06 PM,1,114,214
SEDGWICK - Building 02,150 WEST 174TH STREET,"BRONX, NY 10453",Hot Water,Planned,04/07/25,10:00 AM,04/07/25 05:59 PM,1,112,201
SEDGWICK - Entire Development,140 WEST 174TH STREET,"BRONX, NY 10453",Heat,Unplanned,03/30/25,12:15 PM,03/30/25 07:01 PM,7,786,"1,440"
SEDGWICK - Entire Development,140 WEST 174TH STREET,"BRONX, NY 10453",Hot Water,Unplanned,03/30/25,12:15 PM,03/30/25 06:57 PM,7,786,"1,440"
SEDGWICK - Building 02,150 WEST 174TH STREET,"BRONX, NY 10453",Hot Water,Unplanned,03/21/25,01:00 PM,03/21/25 08:20 PM,1,112,201
SEDGWICK - Building 01,140 WEST 174TH STREET,"BRONX, NY 10453",Hot Water,Planned,02/03/25,01:00 PM,02/03/25 09:18 PM,1,114,214
SEDGWICK - Building 01,140 WEST 174TH STREET,"BRONX, NY 10453",Heat,Planned,02/03/25,01:00 PM,02/03/25 09:17 PM,1,114,214
SEWARD PARK EXTENSION - Building 01,64 ESSEX STREET,"NEW YORK, NY 10002",Hot Water,Planned,11/25/24,08:30 AM,11/25/24 05:56 PM,1,179,326
SEWARD PARK EXTENSION - Building 01,64 ESSEX STREET,"NEW YORK, NY 10002",Hot Water,Planned,11/22/24,08:00 AM,11/22/24 08:30 PM,1,179,326
SEWARD PARK EXTENSION - Building 01,64 ESSEX STREET,"NEW YORK, NY 10002",Hot Water,Planned,11/21/24,08:00 AM,11/21/24 06:07 PM,1,179,326
SEWARD PARK EXTENSION - Building 01,64 ESSEX STREET,"NEW YORK, NY 10002",Heat,Unplanned,11/14/24,05:58 PM,11/14/24 11:28 PM,1,179,326
SEWARD PARK EXTENSION - Building 01,64 ESSEX STREET,"NEW YORK, NY 10002",Hot Water,Unplanned,11/14/24,05:58 PM,11/14/24 11:22 PM,1,179,326
SEWARD PARK EXTENSION - Building 03,60 ESSEX STREET,"NEW YORK, NY 10002",Hot Water,Planned,03/28/25,08:00 AM,03/28/25 03:36 PM,1,0,0
SEWARD PARK EXTENSION - Building 01,64 ESSEX STREET,"NEW YORK, NY 10002",Hot Water,Planned,03/28/25,08:00 AM,03/28/25 02:47 PM,1,179,326
SEWARD PARK EXTENSION - Building 02,154 BROOME STREET,"NEW YORK, NY 10002",Hot Water,Planned,03/27/25,08:00 AM,03/27/25 02:24 PM,1,181,335
SEWARD PARK EXTENSION - Entire Development,154 BROOME STREET,"NEW YORK, NY 10002",Hot Water,Unplanned,01/28/25,10:00 PM,01/29/25 04:52 AM,5,360,661
SEWARD PARK EXTENSION - Entire Development,154 BROOME STREET,"NEW YORK, NY 10002",Heat,Unplanned,01/28/25,10:00 PM,01/29/25 02:00 AM,5,360,661
SHEEPSHEAD BAY - Entire Development,2985 AVENUE X,"BROOKLYN, NY 11235",Hot Water,Unplanned,05/04/25,07:38 PM,05/05/25 12:12 AM,18,"1,056","1,997"
SHEEPSHEAD BAY - Entire Development,2985 AVENUE X,"BROOKLYN, NY 11235",Heat,Unplanned,01/27/25,10:00 PM,01/28/25 06:36 AM,18,"1,056","1,997"
SHEEPSHEAD BAY - Entire Development,2985 AVENUE X,"BROOKLYN, NY 11235",Hot Water,Unplanned,01/27/25,10:00 PM,01/28/25 02:37 AM,18,"1,056","1,997"
SHEEPSHEAD BAY - Entire Development,2985 AVENUE X,"BROOKLYN, NY 11235",Hot Water,Unplanned,01/21/25,10:00 AM,01/21/25 08:48 PM,18,"1,056","1,997"
SHEEPSHEAD BAY - Entire Development,2985 AVENUE X,"BROOKLYN, NY 11235",Heat,Unplanned,01/21/25,10:00 AM,01/21/25 08:39 PM,18,"1,056","1,997"
SMITH - Entire Development,20 CATHERINE SLIP,"NEW YORK, NY 10038",Hot Water,Unplanned,12/20/24,08:56 PM,12/21/24 12:54 AM,12,"1,935","3,743"
SMITH - Entire Development,20 CATHERINE SLIP,"NEW YORK, NY 10038",Heat,Unplanned,12/20/24,08:56 PM,12/21/24 01:00 AM,12,"1,935","3,743"
SMITH - Entire Development,20 CATHERINE SLIP,"NEW YORK, NY 10038",Heat,Unplanned,12/13/24,08:20 PM,12/13/24 11:33 PM,12,"1,935","3,743"
SMITH - Entire Development,20 CATHERINE SLIP,"NEW YORK, NY 10038",Hot Water,Unplanned,12/13/24,08:20 PM,12/13/24 11:27 PM,12,"1,935","3,743"
SMITH - Building 08,26 MADISON STREET,"NEW YORK, NY 10038",Hot Water,Planned,11/07/24,09:30 AM,11/07/24 01:29 PM,1,160,317
SMITH - Entire Development,20 CATHERINE SLIP,"NEW YORK, NY 10038",Hot Water,Unplanned,10/22/24,12:27 PM,10/22/24 04:12 PM,12,"1,935","3,743"
SMITH - Entire Development,20 CATHERINE SLIP,"NEW YORK, NY 10038",Hot Water,Unplanned,10/15/24,06:30 AM,10/15/24 03:05 PM,12,"1,935","3,743"
SMITH - Entire Development,20 CATHERINE SLIP,"NEW YORK, NY 10038",Heat,Unplanned,10/15/24,07:15 AM,10/15/24 03:04 PM,12,"1,935","3,743"
SMITH,Sectional,,Hot Water,Planned,10/01/24,09:00 AM,10/01/24 07:45 PM,,,
SMITH - Building 08,26 MADISON STREET,"NEW YORK, NY 10038",Hot Water,Planned,05/14/25,09:00 AM,05/14/25 12:56 PM,1,160,317
SMITH - Building 02,10 CATHERINE SLIP,"NEW YORK, NY 10038",Hot Water,Planned,04/22/25,09:53 AM,04/22/25 02:46 PM,1,160,322
SMITH - Building 01,20 CATHERINE SLIP,"NEW YORK, NY 10038",Hot Water,Planned,04/22/25,09:00 AM,04/22/25 02:01 PM,1,170,368
SMITH - Building 04,180 SOUTH STREET,"NEW YORK, NY 10038",Heat,Planned,04/16/25,06:44 PM,04/16/25 07:01 PM,1,170,336
SMITH,Sectional,,Heat,Planned,04/01/25,12:03 PM,04/01/25 03:27 PM,,,
SMITH,Sectional,,Hot Water,Planned,04/01/25,12:07 PM,04/01/25 03:26 PM,,,
SMITH,Sectional,,Hot Water,Planned,02/27/25,09:15 AM,02/27/25 10:06 PM,,,
